Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
24,south,-112.9026633,53.51976354,present,1,shoreline,6,18006,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9250006,53.51968456,present,1,island,53,18053,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9336557,53.52026407,present,1,island,58,18058,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9378127,53.52111373,present,1,island,51,18051,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8136555,53.52313403,present,1,island,57,20057,20,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9420482,53.52301383,present,1,island,52,18052,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9428797,53.52371054,present,1,island,56,18056,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8872741,53.52717261,present,1,island,36,19036,19,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8552306,53.52930142,present,1,island,17,19017,19,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8924292,53.52977014,present,1,island,37,18037,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9394059,53.52989823,present,1,shoreline,16,18016,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9431505,53.53193212,present,1,shoreline,3,18003,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9036521,53.53340373,present,1,shoreline,40,18040,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9312688,53.53510939,present,1,island,55,18055,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9122591,53.53688038,present,1,island,33,18033,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9174413,53.5376784,present,1,shoreline,30,18030,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9221055,53.54669248,present,1,island,18,15018,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8126859,53.55023541,present,1,island,30,17030,17,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.803833,53.55149304,present,1,unknown,20,17020,17,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9106871,53.55056143,present,1,island,41,15041,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8095422,53.55333061,present,4,unknown,19,17019,17,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8574047,53.55345973,present,1,unknown,41,16041,16,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8576481,53.5535009,present,1,unknown,64,16064,16,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9236385,53.55652994,present,1,island,28,15028,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8977336,53.5596409,present,1,shoreline,4,16004,16,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8655452,53.5655414,present,1,unknown,49,16049,16,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9382816,53.5650678,present,1,unknown,5,15005,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8517987,53.56924315,present,1,unknown,31,17031,17,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9445627,53.56833711,present,1,shoreline,31,15031,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.932597,53.56856704,present,1,shoreline,50,15050,15,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8381454,53.57166531,present,1,shoreline,29,17029,17,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
23,north,-112.8305204,53.57381398,present,1,shoreline,3,14003,14,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8262679,53.5799292,present,1,shoreline,20,14020,14,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9503805,53.57923725,present,1,shoreline,11,12011,12,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8261431,53.58614312,present,1,shoreline,7,14007,14,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.948384,53.58575164,present,1,island,25,12025,12,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9444597,53.58945648,present,1,shoreline,48,12048,12,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9396337,53.59130587,present,1,shoreline,61,10061,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9300578,53.59173047,present,1,island,65,10065,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9509317,53.59317187,present,1,island,57,10057,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9289306,53.59451758,present,1,shoreline,56,10056,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9319239,53.59520646,present,1,island,55,10055,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8046485,53.59830897,present,1,shoreline,16,14016,14,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.950081,53.59733915,present,1,island,49,10049,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9326572,53.60001327,present,1,shoreline,39,10039,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9398758,53.60417569,present,1,shoreline,34,10034,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9363614,53.60665094,present,1,shoreline,29,10029,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9411583,53.61335169,present,1,island,15,10015,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8602087,53.6173436,present,1,island,39,8039,8,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9432387,53.61684201,present,1,shoreline,77,10077,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8158098,53.620336,present,1,island,24,9024,9,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9334059,53.61871839,present,1,island,5,10005,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9158934,53.6213195,present,1,shoreline,62,8062,8,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9416115,53.6215792,present,1,island,76,10076,10,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8364125,53.62784275,present,1,shoreline,2,9002,9,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9107499,53.63130869,present,1,shoreline,83,8083,8,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8522382,53.63420639,present,1,island,44,6044,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8494964,53.63549839,present,1,shoreline,31,6031,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9094118,53.63751513,present,1,shoreline,80,8080,8,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.841338,53.64023598,present,1,shoreline,17,6017,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8028345,53.6408671,present,1,island,59,6059,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.855216,53.64105549,present,1,island,12,6012,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9210973,53.64100501,present,1,island,3,8003,8,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8909698,53.6452426,present,1,shoreline,64,5064,5,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.9010699,53.65283191,present,1,unknown,65,5065,5,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.848587,53.65689926,present,1,shoreline,66,6066,6,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8592017,53.66390876,present,1,island,111,3111,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8157565,53.66487225,present,1,shoreline,43,4043,4,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8704582,53.66584603,present,1,island,79,5079,5,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8492181,53.6678571,present,1,shoreline,129,3129,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8253159,53.67381554,present,1,shoreline,68,3068,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8273981,53.67470074,present,1,island,67,3067,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.828278,53.67474124,present,1,shoreline,130,3130,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8134544,53.67576677,present,1,island,28,4028,4,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8361259,53.68077915,present,1,shoreline,104,3104,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8358446,53.6809273,present,1,unknown,133,3133,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8328675,53.68455083,present,1,island,32,3032,3,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8069393,53.68626639,present,1,island,3,4003,4,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8126657,53.68877787,present,1,island,61,1061,1,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8135432,53.69051758,present,1,shoreline,59,1059,1,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8184801,53.69155744,present,1,island,57,1057,1,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8082583,53.69195495,present,1,shoreline,46,2046,2,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.7849745,53.69293355,present,1,island,25,2025,2,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8007574,53.69542114,present,1,island,18,2018,2,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8125327,53.69837192,present,1,shoreline,47,1047,1,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8056737,53.70128032,present,4,unknown,44,2044,2,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,north,-112.8020255,53.71481979,present,1,shoreline,2,2002,2,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,south,-112.803833,53.55149304,present,1,island,20,17020,17,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,south,-112.8095422,53.55333061,present,1,island,19,17019,17,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,south,-112.8134313,53.55425159,present,1,unknown,18,17018,17,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
23,south,-112.8381454,53.57166531,present,1,shoreline,29,17029,17,2003,10,NA,fall,ground,foot,60,NA,NA,NA,NA,NA,NA,"Only units 1,2,3,5,6,8,9,11,12,13,14,15,17. Percentage is rough estimate."
25,north,-112.8057759,53.57336308,present,1,bank,25,14025,14,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8305204,53.57381398,present,1,shoreline,3,14003,14,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8262679,53.5799292,present,1,shoreline,20,14020,14,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9503805,53.57923725,present,1,island,11,12011,12,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8283752,53.58430205,present,1,shoreline,6,14006,14,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9495473,53.58575066,present,1,island,24,12024,12,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9300578,53.59173047,present,1,island,65,10065,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9509317,53.59317187,present,1,island,57,10057,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9512832,53.59325604,present,1,island,101,10101,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9289306,53.59451758,present,1,island,56,10056,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9319239,53.59520646,present,1,island,55,10055,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8046485,53.59830897,present,1,shoreline,16,14016,14,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9328276,53.60109831,present,1,island,105,10105,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9398758,53.60417569,present,1,shoreline,34,10034,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9436616,53.60498628,present,1,island,103,10103,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9335141,53.60884561,present,1,island,102,10102,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8602087,53.6173436,present,1,island,39,8039,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9439342,53.61618343,present,1,island,104,10104,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8158098,53.620336,present,1,island,24,9024,9,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9334059,53.61871839,present,1,island,5,10005,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9322046,53.61889962,present,1,island,4,10004,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8744386,53.62080739,present,1,island,35,8035,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9149068,53.62090378,present,1,island,37,8037,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9416115,53.6215792,present,1,island,76,10076,10,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8836635,53.62354829,present,1,shoreline,34,8034,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8704178,53.62528435,present,1,shoreline,88,8088,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.9180864,53.62532986,present,1,shoreline,28,8028,8,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.7944586,53.62922536,present,1,island,51,7051,7,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.7898715,53.62947385,present,1,shoreline,63,7063,7,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.7941105,53.62993178,present,1,island,59,7059,7,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.8528843,53.63203882,present,1,island,58,6058,6,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.789115,53.63375531,present,1,shoreline,65,7065,7,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
25,north,-112.7858527,53.63422655,present,1,island,64,7064,7,2004,NA,NA,winter,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,7,9,12,13,14,15,19. Percentage is rough estimate."
